contig	species	dN	dS	dNdS
TR20514-c1_g2_i1	carb	0.0338	0.0696	0.4852
TR19354-c3_g1_i3	carb	0.0090	0.0189	0.4780
TR2717-c0_g1_i1	carb	0.0346	0.0313	1.1062
TR40432-c0_g4_i2	carb	0.0000	0.0122	0.0010
TR6544-c0_g1_i1	carb	0.0076	0.0220	0.3445
TR23791-c0_g3_i2	carb	0.0051	0.0047	1.1018
TR9096-c0_g1_i1	carb	0.0022	0.0123	0.1774
TR9372-c0_g2_i1	carb	0.0058	0.0188	0.3079
TR9181-c0_g1_i1	carb	0.0014	0.0243	0.0579
TR16610-c1_g1_i1	carb	0.0000	0.0264	0.0010
TR12228-c0_g2_i1	carb	0.0001	0.0726	0.0010
TR29383-c0_g1_i1	carb	0.0036	0.0282	0.1283
TR41817-c4_g4_i1	carb	0.0001	0.0532	0.0010
TR25369-c0_g1_i1	carb	0.0000	0.0153	0.0010
TR20553-c2_g2_i1	carb	0.0042	0.0202	0.2106
TR46196-c0_g1_i1	carb	0.0001	0.0625	0.0010
TR23990-c1_g1_i1	carb	0.0370	0.0848	0.4368
TR23990-c2_g1_i1	carb	0.0000	0.0291	0.0010
TR47048-c0_g1_i2	carb	0.0000	0.0000	99.0000
TR32510-c1_g2_i1	carb	0.0001	0.0925	0.0010
TR32510-c1_g4_i1	carb	0.0049	0.0000	99.0000
TR28919-c2_g1_i1	carb	0.0000	0.0109	0.0010
TR43233-c0_g1_i1	carb	0.0072	0.0089	0.8144
TR27243-c0_g3_i3	carb	0.0103	0.0263	0.3919
TR29161-c0_g1_i1	carb	0.0000	0.0000	0.3526
TR7476-c1_g1_i1	carb	0.0000	0.0058	0.0010
TR31538-c0_g1_i1	carb	0.0056	0.0285	0.1956
TR13042-c0_g6_i3	carb	0.0060	0.0242	0.2459
TR1844-c0_g1_i1	carb	0.0063	0.0170	0.3706
TR9003-c0_g1_i1	carb	0.0959	0.0143	6.6835
TR38836-c0_g1_i1	carb	0.0000	0.0254	0.0010
TR44865-c2_g1_i1	carb	0.0000	0.0192	0.0010
TR38207-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR5721-c0_g1_i1	carb	0.0101	0.0255	0.3951
TR7191-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR7191-c1_g3_i4	carb	0.0000	0.0000	0.0010
TR5223-c1_g2_i2	carb	0.0000	0.0247	0.0010
TR7124-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR34461-c0_g13_i2	carb	0.0096	0.0001	99.0000
TR13932-c1_g1_i1	carb	0.0020	0.0242	0.0806
TR38775-c3_g2_i1	carb	0.0132	0.0263	0.5011
TR6405-c0_g1_i1	carb	0.0162	0.0659	0.2454
TR9944-c0_g3_i1	carb	0.0066	0.0411	0.1602
TR28172-c0_g1_i1	carb	0.0000	0.0266	0.0010
TR29369-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR39854-c0_g1_i1	carb	0.0000	0.0375	0.0010
TR12360-c0_g1_i1	carb	0.0000	0.0090	0.0010
TR1882-c1_g1_i1	carb	0.0192	1.7401	0.0110
TR33534-c0_g1_i1	carb	0.0061	0.0670	0.0913
TR7-c0_g1_i2	carb	0.0000	0.0115	0.0010
TR22701-c0_g1_i1	carb	0.0000	0.0492	0.0010
TR24328-c1_g1_i1	carb	0.0000	0.0165	0.0010
TR31911-c0_g1_i1	carb	0.0062	0.0001	99.0000
TR5989-c2_g2_i2	carb	0.0000	0.0105	0.0010
TR32573-c0_g1_i1	carb	0.0001	0.0658	0.0010
TR33183-c0_g1_i1	carb	0.0653	0.0007	99.0000
TR12748-c1_g2_i3	carb	0.0000	0.0188	0.0010
TR3984-c0_g3_i1	carb	0.0000	0.0122	0.0010
TR41194-c1_g1_i1	carb	0.0000	0.0076	0.0010
TR22730-c0_g2_i1	carb	0.0000	0.0120	0.0010
TR7490-c0_g1_i1	carb	0.0045	0.0172	0.2630
TR11816-c2_g1_i1	carb	0.0000	0.0000	0.0010
TR31399-c0_g3_i1	carb	0.0000	0.0222	0.0010
TR31399-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR28215-c1_g1_i1	carb	0.0000	0.0242	0.0010
TR45662-c0_g1_i2	carb	0.0024	0.0404	0.0600
TR41269-c1_g1_i1	carb	0.0066	0.0698	0.0939
TR28718-c1_g4_i2	carb	0.0024	0.0451	0.0541
TR9545-c2_g6_i2	carb	0.0000	0.0325	0.0010
TR46771-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR6693-c0_g1_i1	carb	0.0068	0.0001	99.0000
TR14410-c0_g2_i1	carb	0.0647	7.8134	0.0083
TR28700-c0_g1_i1	carb	0.0537	0.0594	0.9047
TR28700-c1_g1_i2	carb	0.0000	0.0000	0.0010
TR35084-c0_g1_i1	carb	0.0018	0.0276	0.0640
TR23770-c1_g1_i1	carb	0.0000	0.0179	0.0010
TR23770-c1_g2_i1	carb	0.0000	0.0000	1.0769
TR23770-c1_g7_i1	carb	0.0000	0.0093	0.0010
TR23379-c0_g2_i1	carb	0.0070	0.0350	0.2004
TR18384-c0_g1_i1	carb	0.0115	0.0147	0.7814
TR13901-c2_g1_i1	carb	0.0042	0.0208	0.2036
TR34986-c0_g1_i1	carb	0.0000	0.0183	0.0010
TR32397-c0_g1_i1	carb	0.0145	0.0285	0.5099
TR44049-c0_g2_i1	carb	0.0000	0.0000	0.3674
TR40549-c0_g2_i1	carb	0.0000	0.0000	0.3548
TR11759-c10_g1_i1	carb	0.0000	0.0229	0.0010
TR10776-c0_g5_i1	carb	0.0037	0.0000	99.0000
TR22066-c0_g1_i2	carb	0.0000	0.0182	0.0010
TR33082-c1_g3_i4	carb	0.1225	0.0334	3.6716
TR10773-c2_g4_i1	carb	0.0000	0.0253	0.0010
TR10773-c1_g1_i1	carb	0.0001	0.0600	0.0010
TR33790-c0_g2_i1	carb	0.0001	0.0666	0.0010
TR10084-c0_g2_i1	carb	0.0000	0.0360	0.0010
TR3090-c0_g2_i1	carb	0.0036	0.0859	0.0418
TR13994-c0_g4_i2	carb	0.0001	0.0573	0.0010
TR38093-c0_g1_i1	carb	0.0091	0.0203	0.4493
TR12727-c2_g1_i1	carb	0.0041	0.0325	0.1249
TR30834-c1_g3_i1	carb	0.0266	0.0785	0.3385
TR10111-c0_g1_i1	carb	0.0253	0.0251	1.0059
TR6500-c0_g2_i1	carb	0.0000	0.0100	0.0010
TR36964-c0_g5_i1	carb	0.0433	0.2794	0.1550
TR4123-c4_g8_i1	carb	0.0152	0.0002	99.0000
TR28450-c0_g4_i1	carb	0.0076	0.0001	99.0000
TR4615-c0_g1_i1	carb	0.0169	0.1176	0.1437
TR4570-c0_g1_i1	carb	0.0031	0.0269	0.1151
TR1488-c0_g6_i2	carb	0.0000	0.0193	0.0010
TR1488-c0_g3_i1	carb	0.0022	0.0269	0.0834
TR7436-c1_g1_i1	carb	0.0000	0.0114	0.0010
TR7502-c0_g1_i1	carb	0.0000	0.0299	0.0010
TR41774-c0_g2_i1	carb	0.0204	0.0134	1.5269
TR19061-c2_g3_i1	carb	0.0095	0.0001	99.0000
TR23104-c0_g1_i1	carb	0.0001	0.0606	0.0010
TR15165-c0_g2_i1	carb	0.0041	0.0096	0.4250
TR15072-c2_g5_i1	carb	0.0000	0.0487	0.0010
TR15072-c1_g1_i2	carb	0.0000	0.0095	0.0010
TR9495-c0_g2_i1	carb	0.0000	0.0111	0.0010
TR9495-c0_g1_i1	carb	0.0000	0.0240	0.0010
TR10639-c0_g1_i2	carb	0.0000	0.0000	2.0011
TR34585-c0_g1_i1	carb	0.0907	2.6151	0.0347
TR2369-c1_g2_i1	carb	0.0000	0.0000	0.0010
TR43845-c0_g1_i1	carb	0.0000	0.0122	0.0010
TR19289-c0_g2_i1	carb	0.0000	0.0277	0.0010
TR9974-c1_g1_i1	carb	0.0000	0.0218	0.0010
TR36851-c0_g1_i1	carb	0.0000	0.0176	0.0010
TR36851-c0_g2_i1	carb	0.0000	0.0000	0.3652
TR33013-c0_g1_i1	carb	0.0000	0.0263	0.0010
TR2672-c1_g1_i1	carb	0.0000	0.0300	0.0010
TR9469-c0_g2_i1	carb	0.0037	0.0584	0.0634
TR26352-c0_g1_i1	carb	0.0040	0.0586	0.0680
TR18145-c0_g4_i1	carb	0.0000	0.0000	0.0010
TR20787-c0_g5_i1	carb	0.0000	0.0000	0.0010
TR1055-c1_g2_i1	carb	0.0129	2.2789	0.0057
TR41987-c2_g2_i1	carb	0.0284	0.0520	0.5468
TR41987-c2_g1_i1	carb	0.0000	0.0286	0.0010
TR20586-c1_g2_i1	carb	0.0076	0.0001	99.0000
TR754-c0_g1_i2	carb	0.0063	0.0428	0.1463
TR22138-c0_g1_i1	carb	0.0000	0.0396	0.0010
TR45859-c0_g2_i1	carb	0.0038	0.0477	0.0800
TR43224-c1_g2_i1	carb	0.0000	0.0116	0.0010
TR30600-c0_g1_i1	carb	0.0000	0.0497	0.0010
TR34498-c1_g1_i1	carb	0.0101	0.0001	99.0000
TR1915-c0_g1_i1	carb	0.0000	0.0231	0.0010
TR38025-c0_g2_i1	carb	0.0001	0.0778	0.0010
TR38025-c0_g4_i1	carb	0.0000	0.0073	0.0010
TR13885-c1_g4_i1	carb	0.0506	1.7337	0.0292
TR19756-c0_g1_i1	carb	0.0026	0.0252	0.1035
TR29673-c0_g2_i1	carb	0.0031	0.0000	99.0000
TR9532-c0_g1_i1	carb	0.0000	0.0177	0.0010
TR46131-c0_g1_i1	carb	0.0472	0.1690	0.2791
TR17002-c5_g1_i1	carb	0.0000	0.0000	0.0010
TR9256-c6_g3_i4	carb	0.0201	0.0433	0.4650
TR14899-c1_g8_i2	carb	0.0022	0.0107	0.2052
TR40519-c0_g3_i1	carb	0.0001	0.0626	0.0010
TR11228-c0_g3_i1	carb	0.0000	0.0000	0.0010
TR43922-c0_g2_i1	carb	0.0000	0.0094	0.0010
TR34017-c0_g2_i1	carb	0.0001	0.0877	0.0010
TR18612-c0_g1_i1	carb	0.0001	0.0773	0.0010
TR45764-c3_g2_i1	carb	0.1137	1.9249	0.0591
TR42947-c0_g2_i1	carb	0.0000	0.0000	99.0000
TR5575-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR1955-c0_g1_i1	carb	0.0087	0.0179	0.4832
TR8961-c0_g1_i1	carb	0.0455	1.5795	0.0288
TR34923-c1_g1_i1	carb	0.0073	0.0320	0.2285
TR5863-c0_g2_i1	carb	0.0055	1.4705	0.0038
TR10191-c1_g1_i1	carb	0.0000	0.0000	0.3610
TR18814-c1_g1_i1	carb	0.0000	0.0000	0.0010
TR16493-c0_g2_i2	carb	0.0189	0.0223	0.8486
TR42301-c1_g1_i1	carb	0.0000	0.0153	0.0010
TR3640-c3_g3_i3	carb	0.0000	0.0330	0.0010
TR21357-c0_g3_i1	carb	0.0000	0.0264	0.0010
TR10946-c1_g1_i2	carb	0.0000	0.0000	0.0010
TR33485-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR45510-c2_g1_i1	carb	0.0000	0.0198	0.0010
TR40021-c3_g4_i1	carb	0.0000	0.0000	0.0010
TR41607-c0_g1_i1	carb	0.0000	0.0000	0.3204
TR32705-c0_g2_i1	carb	0.0000	0.0000	0.3566
TR17285-c3_g3_i1	carb	0.0000	0.0298	0.0010
TR9019-c0_g1_i1	carb	0.0080	0.0709	0.1129
TR16766-c0_g2_i1	carb	0.0000	0.0359	0.0010
TR18182-c1_g3_i1	carb	0.0001	0.0523	0.0010
TR30308-c1_g1_i1	carb	0.0000	0.0061	0.0010
TR13168-c5_g6_i1	carb	0.0000	0.0000	0.0010
TR47066-c0_g4_i1	carb	0.0049	0.0000	99.0000
TR17157-c0_g1_i1	carb	0.0031	0.0329	0.0953
TR3266-c0_g12_i2	carb	0.0054	0.0307	0.1773
TR3266-c0_g6_i1	carb	0.0000	0.0136	0.0010
TR35816-c1_g1_i1	carb	0.0298	0.1185	0.2512
TR51-c1_g1_i1	carb	0.0000	0.0449	0.0010
TR27918-c0_g1_i1	carb	0.0127	0.0001	99.0000
TR11574-c3_g2_i1	carb	0.0000	0.0456	0.0010
TR11574-c4_g1_i1	carb	0.0000	0.0000	99.0000
TR46471-c0_g1_i1	carb	0.0052	0.0344	0.1503
TR25481-c0_g3_i1	carb	0.0000	0.0000	0.0010
TR45513-c1_g1_i1	carb	0.0000	0.0000	0.0010
TR36966-c0_g1_i1	carb	0.0078	0.0238	0.3300
TR14736-c3_g4_i2	carb	0.0121	0.0658	0.1835
TR14736-c2_g1_i4	carb	0.0058	0.0160	0.3611
TR14736-c3_g2_i1	carb	0.0000	0.0180	0.0010
TR14736-c3_g1_i3	carb	0.0000	0.0042	0.0010
TR25997-c0_g2_i1	carb	0.0000	0.0318	0.0010
TR25155-c0_g1_i1	carb	0.0038	0.0352	0.1084
TR15717-c0_g2_i1	carb	0.0000	0.0000	99.0000
TR44529-c0_g5_i1	carb	0.0000	0.0000	0.7435
TR32693-c0_g1_i1	carb	0.0063	0.0213	0.2962
TR32807-c1_g6_i1	carb	0.0464	5.2653	0.0088
TR41411-c0_g1_i1	carb	0.0094	0.0502	0.1869
TR41411-c0_g2_i1	carb	0.0116	0.0320	0.3626
TR45016-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR12534-c1_g1_i1	carb	0.0000	0.0000	99.0000
TR12534-c1_g4_i2	carb	0.0001	0.0747	0.0010
TR6862-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR16182-c0_g1_i1	carb	0.0000	0.0129	0.0010
TR2316-c0_g3_i1	carb	0.0460	0.0661	0.6955
TR2316-c0_g5_i1	carb	0.0000	0.0156	0.0010
TR15850-c0_g2_i1	carb	0.0022	0.0000	99.0000
TR42036-c0_g1_i1	carb	0.0098	0.0633	0.1543
TR17280-c1_g1_i1	carb	0.0127	0.0474	0.2673
TR36883-c0_g3_i3	carb	0.0044	0.0103	0.4304
TR10380-c0_g1_i1	carb	0.0000	0.0373	0.0010
TR35070-c0_g3_i1	carb	0.0000	0.0000	3.0458
TR11851-c0_g2_i1	carb	0.0041	0.0000	99.0000
TR42848-c0_g2_i1	carb	0.0000	0.0440	0.0010
TR23329-c0_g1_i2	carb	0.0000	0.0110	0.0010
TR19049-c0_g1_i1	carb	0.0000	0.0211	0.0010
TR38822-c0_g1_i1	carb	0.0060	0.0258	0.2328
TR9870-c1_g1_i2	carb	0.0000	0.0284	0.0010
TR43316-c0_g1_i1	carb	0.0385	0.0212	1.8103
TR24902-c1_g1_i1	carb	0.0000	0.0421	0.0010
TR39679-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR27490-c0_g1_i1	carb	0.0754	6.6341	0.0114
TR6449-c0_g2_i1	carb	0.0000	0.0000	0.3597
TR6449-c0_g1_i1	carb	0.0000	0.0000	0.3576
TR46810-c0_g2_i1	carb	0.0000	0.0000	0.3562
TR7363-c0_g7_i1	carb	0.0074	0.0368	0.2013
TR27900-c0_g1_i1	carb	0.0000	0.0197	0.0010
TR2088-c0_g2_i1	carb	0.0035	0.0346	0.1001
TR14443-c1_g1_i1	carb	0.0000	0.0094	0.0010
TR26484-c0_g2_i4	carb	0.0059	0.0001	99.0000
TR34618-c1_g2_i1	carb	0.0027	0.0000	99.0000
TR10422-c0_g1_i2	carb	0.0001	0.0604	0.0010
TR10422-c0_g1_i3	carb	0.0048	0.0202	0.2377
TR20198-c0_g1_i1	carb	0.0324	32.3921	0.0010
TR1897-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR43021-c0_g1_i1	carb	0.0027	0.0481	0.0565
TR43021-c0_g1_i2	carb	0.0000	0.0437	0.0010
TR41896-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR3655-c0_g10_i2	carb	0.0000	0.0130	0.0010
TR28460-c1_g1_i1	carb	0.0178	0.0002	99.0000
TR20096-c0_g3_i3	carb	0.0000	0.0000	0.0010
TR8042-c0_g1_i1	carb	0.0118	0.0192	0.6151
TR10263-c3_g1_i1	carb	0.0000	0.0179	0.0010
TR28361-c5_g8_i2	carb	0.0059	0.0217	0.2722
TR45628-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR9543-c0_g1_i1	carb	0.0069	0.1027	0.0670
TR27370-c0_g2_i2	carb	0.0000	0.0000	1.9205
TR43130-c0_g1_i1	carb	0.0043	0.1216	0.0356
TR29076-c1_g2_i1	carb	0.0064	0.0318	0.1995
TR29076-c0_g1_i2	carb	0.0000	0.0000	0.0010
TR42598-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR7932-c1_g1_i1	carb	0.0000	0.0000	0.0010
TR7932-c1_g3_i1	carb	0.0000	0.0000	0.0010
TR43198-c1_g1_i1	carb	0.0000	0.0000	0.2808
TR40191-c2_g3_i1	carb	0.0000	0.0196	0.0010
TR37999-c0_g1_i1	carb	0.0152	0.0002	99.0000
TR15579-c1_g1_i1	carb	0.0820	70.7194	0.0012
TR37801-c0_g2_i1	carb	0.0000	0.0335	0.0010
TR15985-c0_g1_i1	carb	0.0295	0.0843	0.3502
TR17004-c0_g1_i2	carb	0.0000	0.0177	0.0010
TR17004-c0_g4_i2	carb	0.0000	0.0138	0.0010
TR37257-c3_g3_i1	carb	0.0000	0.0156	0.0010
TR37257-c3_g1_i2	carb	0.0000	0.0231	0.0010
TR16144-c0_g2_i1	carb	0.0000	0.0000	99.0000
TR6459-c2_g1_i3	carb	0.0241	0.0202	1.1975
TR2267-c0_g5_i1	carb	0.0444	0.1841	0.2412
TR3214-c0_g1_i1	carb	0.0001	0.0766	0.0010
TR10261-c0_g2_i4	carb	0.0000	0.0000	2.0009
TR10261-c0_g4_i3	carb	0.0000	0.0000	99.0000
TR40621-c1_g4_i2	carb	0.0000	0.0256	0.0010
TR40621-c1_g4_i3	carb	0.0000	0.0473	0.0010
TR17496-c0_g1_i2	carb	0.0029	0.0738	0.0399
TR6905-c0_g2_i1	carb	0.0000	0.0407	0.0010
TR26684-c0_g1_i1	carb	0.0034	0.0261	0.1317
TR5810-c0_g2_i1	carb	0.0000	0.0090	0.0010
TR1213-c0_g1_i1	carb	0.0000	0.0271	0.0010
TR37010-c1_g1_i1	carb	0.0029	0.0081	0.3562
TR20850-c0_g1_i1	carb	0.0093	0.0427	0.2174
TR6638-c0_g1_i1	carb	0.0531	0.0999	0.5309
TR46641-c0_g2_i1	carb	0.0000	0.0206	0.0010
TR11821-c2_g1_i1	carb	0.0000	0.0000	0.0010
TR25821-c0_g3_i4	carb	0.0000	0.0000	99.0000
TR25821-c0_g3_i2	carb	0.0037	0.0077	0.4897
TR12839-c0_g4_i1	carb	0.0479	0.1077	0.4446
TR47680-c1_g3_i1	carb	0.0000	0.0111	0.0010
TR32496-c3_g2_i1	carb	0.0000	0.0153	0.0010
TR44381-c0_g1_i1	carb	0.0068	0.0308	0.2216
TR37758-c8_g1_i1	carb	0.0000	0.0000	99.0000
TR16880-c0_g1_i1	carb	0.0000	0.0104	0.0010
TR29184-c0_g1_i1	carb	0.0000	0.0159	0.0010
TR40392-c0_g1_i1	carb	0.0073	0.0199	0.3667
TR12504-c0_g1_i1	carb	0.0327	0.0156	2.0982
TR41943-c1_g1_i1	carb	0.0558	0.0966	0.5776
TR23236-c0_g1_i1	carb	0.0086	0.0779	0.1104
TR21989-c1_g2_i1	carb	0.0001	0.0990	0.0010
TR960-c0_g6_i1	carb	0.0000	0.0116	0.0010
TR329-c0_g2_i1	carb	0.0000	0.0080	0.0010
TR25611-c0_g1_i1	carb	0.0056	0.0474	0.1178
TR45532-c0_g3_i1	carb	0.0001	0.0544	0.0010
TR1941-c1_g1_i1	carb	0.0045	0.0206	0.2165
TR32996-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR46702-c0_g1_i1	carb	0.0058	0.0465	0.1240
TR29191-c0_g1_i1	carb	0.0000	0.0128	0.0010
TR41774-c3_g3_i2	carb	0.0000	0.0185	0.0010
TR18054-c1_g2_i2	carb	0.0026	0.0207	0.1265
TR27097-c0_g3_i1	carb	0.0038	0.0326	0.1163
TR18699-c1_g1_i1	carb	0.0053	0.0298	0.1790
TR27600-c3_g4_i2	carb	0.0000	0.0087	0.0010
TR28239-c1_g1_i1	carb	0.0000	0.0190	0.0010
TR8990-c0_g7_i2	carb	0.0001	0.1185	0.0010
TR1457-c4_g2_i1	carb	0.0078	0.0386	0.2009
TR3513-c0_g1_i2	carb	0.0000	0.0098	0.0010
TR10266-c0_g1_i1	carb	0.0087	0.0489	0.1769
TR16568-c0_g3_i1	carb	0.0001	0.0583	0.0010
TR16568-c0_g4_i1	carb	0.0030	0.0204	0.1471
TR12133-c1_g1_i1	carb	0.0028	0.0108	0.2614
TR1496-c1_g3_i1	carb	0.0034	0.0325	0.1051
TR47106-c0_g2_i1	carb	0.0122	0.0199	0.6127
TR9787-c1_g1_i3	carb	0.0000	0.0076	0.0010
TR34778-c0_g1_i1	carb	0.0001	0.0525	0.0010
TR3948-c0_g1_i1	carb	0.0000	0.0150	0.0010
TR27992-c0_g1_i1	carb	0.0000	0.0139	0.0010
TR1737-c1_g1_i2	carb	0.0106	0.0290	0.3657
TR41602-c0_g3_i1	carb	0.0621	2.1977	0.0282
TR26705-c0_g2_i1	carb	0.0036	0.0347	0.1042
TR24079-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR37286-c0_g1_i1	carb	0.0098	0.0176	0.5605
TR41720-c0_g3_i2	carb	0.0000	0.0310	0.0010
TR37500-c0_g1_i1	carb	0.0000	0.0000	3.7798
TR41720-c0_g4_i1	carb	0.0000	0.0285	0.0010
TR40667-c0_g1_i1	carb	0.0000	0.0391	0.0010
TR22587-c0_g1_i1	carb	0.0081	0.0396	0.2045
TR37019-c3_g4_i1	carb	0.0063	0.0440	0.1430
TR13454-c0_g1_i2	carb	0.0081	0.0183	0.4406
TR31748-c1_g1_i3	carb	0.0001	0.0670	0.0010
TR6767-c0_g2_i1	carb	0.0000	0.0138	0.0010
TR40211-c1_g1_i1	carb	0.0000	0.0248	0.0010
TR40211-c0_g1_i2	carb	0.0001	0.0519	0.0010
TR38947-c0_g2_i2	carb	0.0000	0.0000	0.0010
TR536-c1_g1_i1	carb	0.0000	0.0345	0.0010
TR569-c0_g1_i1	carb	0.0000	0.0372	0.0010
TR41111-c0_g2_i1	carb	0.0072	0.0281	0.2562
TR36881-c0_g7_i1	carb	0.0272	0.0530	0.5138
TR36881-c0_g1_i2	carb	0.0075	0.0001	99.0000
TR13168-c5_g4_i2	carb	0.0000	0.0124	0.0010
TR5016-c0_g4_i2	carb	0.0074	0.0857	0.0860
TR690-c0_g7_i1	carb	0.0000	0.0326	0.0010
TR45331-c4_g1_i1	carb	0.0000	0.0345	0.0010
TR38185-c0_g1_i1	carb	0.0188	0.1788	0.1052
TR20741-c1_g3_i2	carb	0.0011	1.1397	0.0010
TR37080-c0_g5_i1	carb	0.0001	0.0798	0.0010
TR37080-c0_g1_i2	carb	0.0000	0.0101	0.0010
TR21711-c2_g1_i1	carb	0.0195	0.0233	0.8374
TR9217-c0_g2_i2	carb	0.0000	0.0124	0.0010
TR45642-c0_g1_i1	carb	0.0000	0.0222	0.0010
TR2125-c0_g2_i2	carb	0.0058	0.0001	99.0000
TR43038-c1_g1_i1	carb	0.1022	0.0804	1.2715
TR40880-c0_g2_i1	carb	0.0058	0.0866	0.0665
TR19405-c0_g2_i1	carb	0.0000	0.0161	0.0010
TR6326-c0_g1_i1	carb	0.0157	0.0319	0.4920
TR40804-c2_g1_i1	carb	0.0000	0.0352	0.0010
TR20671-c0_g2_i1	carb	0.0000	0.0223	0.0010
TR3746-c0_g2_i1	carb	0.1444	2.3820	0.0606
TR35038-c0_g2_i1	carb	0.0000	0.0000	0.3520
TR13259-c0_g11_i1	carb	0.0000	0.0189	0.0010
TR9333-c0_g1_i1	carb	0.0000	0.0134	0.0010
TR20736-c0_g2_i2	carb	0.0076	0.0001	99.0000
TR10884-c0_g1_i1	carb	0.0000	0.0153	0.0010
TR36766-c1_g4_i1	carb	0.0000	0.0000	99.0000
TR4285-c0_g3_i1	carb	0.0001	0.0525	0.0010
TR33862-c0_g1_i1	carb	0.0000	0.0324	0.0010
TR20952-c0_g2_i1	carb	0.0000	0.0125	0.0010
TR42227-c2_g8_i1	carb	0.0000	0.0000	99.0000
TR42227-c2_g7_i1	carb	0.0000	0.0185	0.0010
TR1684-c2_g1_i1	carb	0.0000	0.0115	0.0010
TR7067-c0_g1_i1	carb	0.0000	0.0401	0.0010
TR26678-c1_g1_i1	carb	0.0000	0.0000	0.0010
TR29493-c0_g1_i2	carb	0.0000	0.0000	0.1402
TR33130-c0_g1_i1	carb	0.0000	0.0138	0.0010
TR39451-c1_g2_i1	carb	0.0075	0.0001	99.0000
TR46885-c0_g3_i1	carb	0.0000	0.0106	0.0010
TR46885-c0_g2_i1	carb	0.0000	0.0141	0.0010
TR18418-c11_g2_i1	carb	0.0000	0.0407	0.0010
TR13620-c0_g1_i1	carb	0.0000	0.0271	0.0010
TR18790-c1_g9_i1	carb	0.0042	0.0425	0.0996
TR18790-c1_g5_i1	carb	0.0147	0.0150	0.9844
TR13306-c0_g4_i1	carb	0.0000	0.0493	0.0010
TR39965-c2_g1_i3	carb	0.0000	0.0264	0.0010
TR26348-c0_g1_i1	carb	0.0681	0.0848	0.8024
TR3348-c0_g1_i1	carb	0.0000	0.0402	0.0010
TR37002-c0_g1_i2	carb	0.0000	0.0000	99.0000
TR42020-c2_g1_i1	carb	0.0000	0.0443	0.0010
TR9169-c0_g1_i1	carb	0.0000	0.0389	0.0010
TR40690-c1_g2_i1	carb	0.0000	0.0000	0.9135
TR20714-c1_g2_i5	carb	0.0245	0.0565	0.4337
TR1557-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR2463-c0_g1_i1	carb	0.0000	0.0375	0.0010
TR44860-c0_g2_i1	carb	0.0490	0.1033	0.4743
TR46879-c1_g1_i1	carb	0.0035	0.0366	0.0957
TR27326-c0_g1_i1	carb	0.0001	0.0793	0.0010
TR1307-c1_g3_i1	carb	0.0001	0.0616	0.0010
TR1307-c2_g1_i3	carb	0.0107	0.0543	0.1970
TR10656-c0_g3_i1	carb	0.0000	0.0000	0.1429
TR11101-c2_g3_i1	carb	0.0000	0.0267	0.0010
TR20336-c0_g2_i1	carb	0.0256	0.0746	0.3433
TR37707-c1_g1_i1	carb	0.0000	0.0101	0.0010
TR27816-c0_g1_i1	carb	0.0050	0.0462	0.1073
TR22206-c2_g6_i1	carb	0.0001	0.0697	0.0010
TR34074-c0_g1_i1	carb	0.0000	0.0336	0.0010
TR37792-c2_g5_i2	carb	0.0256	0.0992	0.2584
TR43882-c0_g1_i1	carb	0.0071	0.0352	0.2004
TR25136-c0_g1_i1	carb	0.0139	0.0882	0.1575
TR27563-c3_g1_i1	carb	0.0000	0.0116	0.0010
TR33078-c0_g6_i2	carb	0.0000	0.0326	0.0010
TR25233-c1_g4_i1	carb	0.0000	0.0000	99.0000
TR41214-c0_g2_i1	carb	0.0000	0.0229	0.0010
TR8826-c0_g1_i1	carb	0.0028	0.0410	0.0694
TR14052-c0_g2_i1	carb	0.0000	0.0000	99.0000
TR7325-c0_g4_i2	carb	0.0001	0.0617	0.0010
TR20887-c0_g1_i1	carb	0.0000	0.0156	0.0010
TR26167-c2_g1_i1	carb	0.0041	0.0169	0.2442
TR40167-c6_g1_i1	carb	0.0000	0.0115	0.0010
TR18646-c0_g1_i1	carb	0.0097	0.1546	0.0629
TR34682-c2_g1_i2	carb	0.0018	0.0000	99.0000
TR7677-c0_g1_i1	carb	0.0112	0.0440	0.2552
TR6518-c0_g1_i1	carb	0.0000	0.0254	0.0010
TR19852-c4_g2_i1	carb	0.0036	0.0318	0.1135
TR27329-c0_g2_i4	carb	0.0001	0.0666	0.0010
TR26298-c1_g1_i2	carb	0.0094	0.0335	0.2798
