contig	species	dN	dS	dNdS
TR50371-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR29213-c1_g1_i1	carb	0.0000	0.0176	0.0010
TR29213-c1_g6_i1	carb	0.0000	0.0000	0.4080
TR16061-c0_g1_i1	carb	0.0000	0.0230	0.0010
TR6203-c0_g5_i2	carb	0.0039	0.0148	0.2609
TR6-c0_g1_i1	carb	0.0113	0.0281	0.4014
TR23947-c0_g3_i1	carb	0.0000	0.0224	0.0010
TR2931-c0_g4_i1	carb	0.0000	0.0000	0.0010
TR50170-c0_g3_i1	carb	0.0000	0.0139	0.0010
TR16453-c2_g1_i1	carb	0.0000	0.0164	0.0010
TR16514-c1_g3_i2	carb	0.0000	0.0000	0.6812
TR16514-c0_g2_i1	carb	0.0001	0.0516	0.0010
TR16411-c0_g1_i1	carb	0.0000	0.0383	0.0010
TR28467-c0_g2_i3	carb	0.0000	0.0308	0.0010
TR12822-c1_g1_i1	carb	0.0000	0.0000	0.4018
TR48980-c0_g1_i2	carb	0.0001	0.1054	0.0010
TR22417-c0_g2_i1	carb	0.0000	0.0000	0.4017
TR1238-c0_g3_i1	carb	0.0001	0.0719	0.0010
TR32271-c1_g1_i1	carb	0.0000	0.0000	0.4020
TR33329-c0_g1_i1	carb	0.0000	0.0278	0.0010
TR19247-c0_g2_i2	carb	0.0000	0.0162	0.0010
TR19247-c0_g3_i1	carb	0.0035	0.0213	0.1654
TR1446-c0_g1_i1	carb	0.0000	0.0150	0.0010
TR34928-c1_g1_i1	carb	0.0012	0.0321	0.0387
TR4237-c0_g2_i1	carb	0.0031	0.0000	99.0000
TR32691-c2_g7_i1	carb	0.0000	0.0000	0.0010
TR50323-c0_g1_i1	carb	0.0411	0.1881	0.2187
TR25880-c0_g1_i1	carb	0.0000	0.0000	0.4024
TR14654-c0_g2_i1	carb	0.0263	0.0330	0.7965
TR1711-c1_g5_i2	carb	0.0000	0.0214	0.0010
TR39804-c1_g1_i1	carb	0.0001	0.0685	0.0010
TR10575-c0_g6_i4	carb	0.0000	0.0000	0.0010
TR37127-c1_g2_i1	carb	0.0000	0.0288	0.0010
TR43138-c0_g2_i1	carb	0.0000	0.0303	0.0010
TR28811-c0_g1_i1	carb	0.0000	0.0143	0.0010
TR23504-c0_g1_i1	carb	0.0440	0.0175	2.5220
TR6644-c0_g3_i1	carb	0.0051	0.0001	99.0000
TR32569-c0_g1_i1	carb	0.0068	0.1082	0.0631
TR27333-c0_g1_i1	carb	0.0086	0.0001	99.0000
TR24722-c0_g5_i1	carb	0.0355	1.9750	0.0180
TR43090-c0_g3_i2	carb	0.0000	0.0413	0.0010
TR971-c1_g2_i1	carb	0.0056	1.3230	0.0042
TR17470-c0_g2_i1	carb	0.0000	0.0000	0.4020
TR426-c1_g1_i1	carb	0.0000	0.0109	0.0010
TR32811-c0_g1_i1	carb	0.0155	0.0152	1.0237
TR47136-c0_g3_i1	carb	0.0033	0.0139	0.2383
TR15591-c0_g3_i1	carb	0.0000	0.0139	0.0010
TR2621-c0_g1_i1	carb	0.0000	0.0087	0.0010
TR48263-c0_g4_i1	carb	0.0000	0.0227	0.0010
TR46185-c0_g1_i1	carb	0.0000	0.0212	0.0010
TR9481-c1_g1_i1	carb	0.0000	0.0370	0.0010
TR541-c0_g3_i1	carb	0.0071	0.0001	99.0000
TR14556-c0_g1_i1	carb	0.0000	0.0000	0.4020
TR8189-c0_g1_i1	carb	0.0000	0.0000	0.4115
TR37386-c0_g3_i1	carb	0.0000	0.0000	0.4620
TR33273-c0_g2_i1	carb	0.0085	0.0606	0.1408
TR28990-c0_g4_i1	carb	0.0001	0.0559	0.0010
TR6358-c0_g2_i1	carb	0.0000	0.0253	0.0010
TR35097-c1_g1_i1	carb	0.0000	0.0124	0.0010
TR26652-c0_g1_i1	carb	0.0000	0.0183	0.0010
TR6037-c0_g2_i3	carb	0.0000	0.0136	0.0010
TR46108-c0_g8_i1	carb	0.0000	0.0259	0.0010
TR23198-c1_g3_i1	carb	0.0000	0.0204	0.0010
TR28294-c0_g1_i1	carb	0.0000	0.0276	0.0010
TR50370-c0_g2_i1	carb	0.0290	0.1013	0.2859
TR1867-c0_g1_i1	carb	0.0111	0.0800	0.1387
TR8040-c0_g2_i1	carb	0.0000	0.0000	0.4020
TR19385-c1_g1_i1	carb	0.0000	0.0456	0.0010
TR19385-c0_g1_i1	carb	0.0000	0.0000	0.4020
TR26159-c0_g1_i1	carb	0.0000	0.0223	0.0010
TR46094-c0_g3_i1	carb	0.0000	0.0242	0.0010
TR38209-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR8774-c0_g1_i1	carb	0.0078	0.0238	0.3300
TR25307-c1_g5_i1	carb	0.0060	0.0330	0.1804
TR21657-c4_g3_i1	carb	0.0058	0.0159	0.3617
TR25307-c1_g1_i1	carb	0.0001	0.0628	0.0010
TR25307-c1_g4_i2	carb	0.0000	0.0085	0.0010
TR27220-c0_g1_i3	carb	0.0000	0.0220	0.0010
TR17977-c0_g1_i1	carb	0.0000	0.0425	0.0010
TR51318-c0_g1_i1	carb	0.0254	0.0645	0.3943
TR14230-c0_g1_i1	carb	0.0455	0.0496	0.9175
TR30247-c0_g1_i1	carb	0.0065	0.0397	0.1643
TR14730-c0_g2_i1	carb	0.0594	7.7294	0.0077
TR47979-c0_g1_i1	carb	0.0108	0.0176	0.6125
TR47979-c0_g2_i1	carb	0.0128	0.0194	0.6595
TR43871-c0_g3_i1	carb	0.0000	0.0000	0.3996
TR18864-c0_g4_i1	carb	0.0000	0.0188	0.0010
TR18864-c0_g1_i3	carb	0.0088	0.0331	0.2667
TR43539-c0_g2_i1	carb	0.0000	0.0074	0.0010
TR1028-c0_g3_i1	carb	0.0000	0.0000	0.4019
TR42977-c0_g6_i3	carb	0.0000	0.0000	0.4020
TR42977-c0_g1_i1	carb	0.0000	0.0245	0.0010
TR17632-c0_g2_i1	carb	0.0255	3.2637	0.0078
TR45388-c0_g1_i1	carb	0.0096	0.0336	0.2861
TR4257-c0_g1_i1	carb	0.0000	0.0434	0.0010
TR6790-c1_g5_i1	carb	0.0046	0.0089	0.5232
TR25145-c0_g1_i1	carb	0.0000	0.0375	0.0010
TR45382-c0_g2_i1	carb	0.0053	0.0001	99.0000
TR45302-c1_g2_i1	carb	0.0000	0.0000	0.3221
TR8037-c0_g1_i2	carb	0.0021	0.0088	0.2430
TR30231-c0_g1_i1	carb	0.0000	0.0110	0.0010
TR34801-c0_g1_i1	carb	0.0000	0.0235	0.0010
TR12065-c0_g3_i2	carb	0.0001	0.0543	0.0010
TR1299-c0_g1_i1	carb	0.0000	0.0251	0.0010
TR48435-c0_g1_i1	carb	0.0926	0.1018	0.9102
TR34452-c0_g1_i1	carb	0.0000	0.0337	0.0010
TR12178-c0_g1_i1	carb	0.0173	0.0439	0.3926
TR46207-c0_g2_i1	carb	0.0236	0.0002	99.0000
TR45292-c0_g1_i1	carb	0.0000	0.0000	0.4015
TR45292-c0_g2_i1	carb	0.0000	0.0000	0.4015
TR15716-c0_g2_i1	carb	0.0000	0.0000	0.4019
TR12227-c0_g1_i2	carb	0.0000	0.0361	0.0010
TR6455-c0_g1_i1	carb	0.0000	0.0195	0.0010
TR36294-c0_g2_i1	carb	0.0280	0.4985	0.0562
TR13955-c0_g1_i1	carb	0.0000	0.0167	0.0010
TR20023-c1_g1_i1	carb	0.0059	0.0211	0.2804
TR5182-c2_g2_i4	carb	0.0000	0.0084	0.0010
TR28921-c0_g2_i3	carb	0.0002	0.1686	0.0010
TR28921-c0_g1_i2	carb	0.0200	0.0366	0.5474
TR48526-c0_g3_i1	carb	0.0000	0.0000	0.4019
TR883-c0_g1_i1	carb	0.0000	0.0128	0.0010
TR18821-c0_g1_i1	carb	0.0000	0.0066	0.0010
TR19933-c1_g5_i2	carb	0.0000	0.0218	0.0010
TR14931-c0_g1_i1	carb	0.0000	0.0000	0.3986
TR48137-c0_g4_i2	carb	0.0000	0.0266	0.0010
TR23286-c0_g1_i1	carb	0.0000	0.0000	0.4020
TR9291-c0_g3_i2	carb	0.0000	0.0117	0.0010
TR599-c0_g1_i1	carb	0.0118	0.0193	0.6120
TR3663-c0_g1_i3	carb	0.0000	0.0176	0.0010
TR42415-c2_g4_i2	carb	0.0000	0.0270	0.0010
TR33014-c0_g1_i1	carb	0.0000	0.0229	0.0010
TR21972-c0_g7_i1	carb	0.0000	0.0477	0.0010
TR22642-c0_g8_i1	carb	0.0086	0.0001	99.0000
TR6076-c0_g1_i1	carb	0.0174	0.1460	0.1191
TR15371-c0_g1_i1	carb	0.0064	0.0470	0.1373
TR5915-c0_g1_i2	carb	0.0000	0.0000	0.0010
TR10806-c0_g1_i1	carb	0.0081	0.0267	0.3023
TR42847-c0_g1_i1	carb	0.0000	0.0000	0.4020
TR42847-c0_g2_i1	carb	0.0000	0.0101	0.0010
TR10263-c0_g1_i1	carb	0.0000	0.0000	0.4018
TR37851-c4_g2_i1	carb	0.0194	0.0465	0.4180
TR30147-c1_g1_i1	carb	0.0000	0.0000	0.4019
TR25885-c0_g1_i1	carb	0.0099	0.0195	0.5078
TR44263-c0_g1_i1	carb	0.0000	0.0261	0.0010
TR25306-c0_g3_i1	carb	0.0040	0.0362	0.1112
TR47553-c0_g1_i1	carb	0.0000	0.0088	0.0010
TR36195-c0_g1_i1	carb	0.0063	0.0141	0.4478
TR39503-c1_g2_i1	carb	0.0152	0.0357	0.4262
TR39503-c0_g2_i1	carb	0.0059	0.0629	0.0940
TR29095-c0_g3_i1	carb	0.0000	0.0078	0.0010
TR17972-c0_g4_i2	carb	0.0000	0.0000	0.4020
TR11866-c0_g5_i1	carb	0.0052	0.0001	99.0000
TR47017-c0_g1_i1	carb	0.0001	0.0766	0.0010
TR21038-c0_g1_i3	carb	0.0000	0.0000	99.0000
TR21038-c0_g4_i1	carb	0.0000	0.0090	0.0010
TR9359-c0_g4_i1	carb	0.0000	0.0126	0.0010
TR9359-c0_g2_i1	carb	0.0076	0.0678	0.1127
TR27107-c1_g4_i1	carb	0.0000	0.0444	0.0010
TR45280-c0_g1_i1	carb	0.0000	0.0000	0.4019
TR27132-c0_g1_i2	carb	0.0019	0.0073	0.2540
TR41938-c0_g2_i1	carb	0.0039	0.0263	0.1486
TR9618-c0_g1_i1	carb	0.0000	0.0317	0.0010
TR50940-c1_g1_i1	carb	0.0029	0.0338	0.0846
TR31020-c1_g2_i1	carb	0.0084	0.1164	0.0725
TR28063-c0_g1_i1	carb	0.0052	0.0325	0.1598
TR13003-c0_g1_i1	carb	0.0088	0.0001	99.0000
TR20824-c0_g4_i1	carb	0.0000	0.0131	0.0010
TR36934-c1_g1_i1	carb	0.0000	0.0000	0.4910
TR47037-c0_g1_i1	carb	0.0000	0.0153	0.0010
TR26795-c2_g1_i1	carb	0.0141	0.0258	0.5456
TR38530-c0_g1_i1	carb	0.0000	0.0110	0.0010
TR40093-c0_g3_i6	carb	0.0000	0.0281	0.0010
TR31844-c0_g1_i1	carb	0.0067	0.1015	0.0664
TR34870-c0_g3_i1	carb	0.0000	0.0167	0.0010
TR28627-c1_g1_i1	carb	0.0000	0.0000	0.4020
TR10664-c0_g2_i1	carb	0.0000	0.0303	0.0010
TR42657-c0_g1_i1	carb	0.0297	0.0401	0.7402
TR8019-c0_g3_i2	carb	0.0228	0.0163	1.3933
TR47507-c0_g1_i1	carb	0.0073	0.0112	0.6471
TR12838-c0_g1_i1	carb	0.0098	0.0302	0.3257
TR51025-c0_g1_i1	carb	0.0047	0.0649	0.0722
TR47477-c0_g4_i1	carb	0.0000	0.0115	0.0010
TR13773-c0_g4_i2	carb	0.0000	0.0000	0.4019
TR24335-c0_g1_i1	carb	0.0000	0.0141	0.0010
TR13683-c0_g5_i2	carb	0.0000	0.0436	0.0010
TR18091-c0_g2_i1	carb	0.0048	0.0155	0.3082
TR41424-c0_g1_i1	carb	0.0000	0.0000	0.4019
TR32924-c0_g2_i1	carb	0.0000	0.0000	0.4019
TR16802-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR43688-c0_g1_i1	carb	0.0000	0.0102	0.0010
TR40691-c0_g1_i1	carb	0.0365	0.1096	0.3330
TR19861-c0_g1_i1	carb	0.0038	0.0163	0.2306
TR5066-c0_g1_i1	carb	0.0054	0.0001	99.0000
TR1137-c1_g7_i2	carb	0.0000	0.0046	0.0010
TR50454-c0_g1_i1	carb	0.0000	0.0190	0.0010
TR288-c0_g3_i1	carb	0.0000	0.0000	0.4018
TR26755-c0_g1_i1	carb	0.0049	0.0317	0.1553
TR49239-c0_g2_i1	carb	0.0000	0.0349	0.0010
TR20013-c1_g1_i1	carb	0.0107	0.0166	0.6459
TR16830-c0_g1_i2	carb	0.0000	0.0246	0.0010
TR16830-c0_g1_i1	carb	0.0056	0.0153	0.3668
TR16203-c0_g1_i1	carb	0.0000	0.0197	0.0010
TR45786-c1_g10_i2	carb	0.0000	0.0301	0.0010
TR46042-c0_g1_i1	carb	0.0060	0.0412	0.1465
TR10031-c0_g2_i2	carb	0.0000	0.0065	0.0010
TR25218-c0_g6_i1	carb	0.0051	0.0323	0.1572
TR5897-c0_g2_i1	carb	0.0000	0.0150	0.0010
TR14516-c0_g1_i1	carb	0.0000	0.0101	0.0010
TR26460-c0_g1_i1	carb	0.0023	0.0118	0.1936
TR12202-c0_g1_i1	carb	0.0000	0.0000	0.1193
TR32515-c0_g1_i1	carb	0.0056	0.0311	0.1790
TR28575-c0_g1_i1	carb	0.0001	0.0709	0.0010
TR15381-c0_g1_i1	carb	0.0068	0.0092	0.7393
TR982-c0_g6_i2	carb	0.0000	0.0000	0.4018
TR982-c0_g1_i1	carb	0.0126	0.0001	99.0000
TR982-c0_g3_i2	carb	0.0000	0.0285	0.0010
TR42117-c0_g2_i3	carb	0.0000	0.0210	0.0010
TR1836-c4_g2_i1	carb	0.0068	0.0238	0.2861
TR38491-c0_g2_i1	carb	0.0063	0.0443	0.1416
TR22620-c0_g1_i1	carb	0.0077	0.0172	0.4472
TR14126-c0_g1_i1	carb	0.0000	0.0415	0.0010
TR22333-c0_g2_i1	carb	0.0032	0.0129	0.2492
TR25993-c0_g3_i1	carb	0.0000	0.0248	0.0010
TR25993-c0_g6_i1	carb	0.0000	0.0075	0.0010
TR48597-c0_g1_i3	carb	0.0000	0.0218	0.0010
TR39038-c0_g1_i1	carb	0.0024	0.0142	0.1701
TR28922-c1_g1_i1	carb	0.0046	0.0382	0.1210
TR14994-c0_g3_i2	carb	0.0073	0.0367	0.1986
TR13705-c1_g5_i2	carb	0.0260	0.0593	0.4383
TR13705-c1_g1_i1	carb	0.0075	0.0001	99.0000
TR36613-c0_g2_i1	carb	0.0066	0.0406	0.1616
TR32117-c1_g2_i2	carb	0.0079	0.0339	0.2336
TR48383-c0_g1_i4	carb	0.0000	0.0374	0.0010
TR7319-c2_g2_i2	carb	0.0000	0.0345	0.0010
TR22092-c0_g2_i1	carb	0.0000	0.0240	0.0010
TR17236-c0_g1_i4	carb	0.0012	1.1667	0.0010
TR21645-c0_g2_i1	carb	0.0000	0.0296	0.0010
TR5562-c0_g2_i1	carb	0.0000	0.0000	99.0000
TR10749-c0_g2_i1	carb	0.0124	0.0290	0.4274
TR36235-c0_g2_i1	carb	0.0038	0.0176	0.2166
TR42715-c0_g1_i1	carb	0.0072	0.0319	0.2273
TR35117-c0_g1_i1	carb	0.0079	0.0144	0.5487
TR42459-c1_g6_i1	carb	0.0897	0.0641	1.3975
TR22308-c0_g2_i4	carb	0.0057	0.0389	0.1463
TR25298-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR34339-c0_g1_i2	carb	0.0144	0.0394	0.3654
TR20988-c0_g1_i2	carb	0.0000	0.0445	0.0010
TR27661-c0_g1_i1	carb	0.0083	0.0001	99.0000
TR460-c1_g3_i1	carb	0.1439	2.4547	0.0586
TR50479-c0_g1_i1	carb	0.0045	0.0107	0.4190
TR42006-c0_g9_i1	carb	0.0000	0.0094	0.0010
TR42289-c0_g9_i1	carb	0.0000	0.0000	0.0010
TR48082-c1_g3_i1	carb	0.0000	0.0000	0.4018
TR17723-c0_g1_i1	carb	0.0000	0.0000	0.5265
TR46245-c0_g1_i1	carb	0.0000	0.0170	0.0010
TR26678-c0_g1_i1	carb	0.0000	0.0455	0.0010
TR32898-c1_g1_i1	carb	0.0000	0.0439	0.0010
TR9542-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR16506-c0_g5_i1	carb	0.0000	0.0190	0.0010
TR16506-c0_g2_i1	carb	0.0000	0.0183	0.0010
TR27815-c2_g1_i1	carb	0.0022	0.0147	0.1491
TR26390-c0_g8_i2	carb	0.0000	0.0000	99.0000
TR6412-c0_g1_i1	carb	0.0000	0.0157	0.0010
TR46-c0_g1_i1	carb	0.0221	0.0924	0.2390
TR13332-c1_g1_i1	carb	0.0000	0.0326	0.0010
TR35967-c0_g1_i1	carb	0.0000	0.0000	0.3848
TR9706-c1_g2_i1	carb	0.0000	0.0106	0.0010
TR9706-c1_g1_i1	carb	0.0000	0.0000	99.0000
TR16450-c0_g1_i1	carb	0.0000	0.0159	0.0010
TR1365-c2_g1_i1	carb	0.0000	0.0308	0.0010
TR13351-c0_g3_i1	carb	0.0023	0.0359	0.0628
TR13351-c0_g2_i3	carb	0.0146	0.0153	0.9521
TR39276-c0_g2_i3	carb	0.0000	0.0491	0.0010
TR34500-c0_g1_i1	carb	0.0001	0.0574	0.0010
TR11599-c0_g2_i1	carb	0.0397	0.0870	0.4564
TR25760-c0_g1_i1	carb	0.0000	0.0446	0.0010
TR45845-c0_g1_i1	carb	0.0001	0.0582	0.0010
TR38508-c0_g1_i1	carb	0.0000	0.0443	0.0010
TR28073-c0_g1_i1	carb	0.0001	0.1196	0.0010
TR13630-c2_g1_i2	carb	0.0200	0.0143	1.4048
TR27604-c0_g2_i1	carb	0.0001	0.0909	0.0010
TR4192-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR14420-c0_g1_i2	carb	0.0000	0.0125	0.0010
TR33441-c0_g2_i1	carb	0.0488	0.0870	0.5608
TR9400-c1_g1_i1	carb	0.0051	0.0431	0.1181
TR45265-c0_g1_i1	carb	0.0001	0.1308	0.0010
TR27928-c0_g4_i1	carb	0.0000	0.0330	0.0010
TR27928-c0_g3_i1	carb	0.0073	0.0422	0.1741
TR26531-c0_g1_i1	carb	0.0156	0.0299	0.5235
TR5191-c0_g1_i1	carb	0.0000	0.0412	0.0010
TR20352-c0_g1_i1	carb	0.0066	0.0001	99.0000
TR25662-c1_g1_i1	carb	0.0019	0.0051	0.3720
TR15921-c0_g1_i1	carb	0.0050	0.0623	0.0800
TR19523-c0_g8_i1	carb	0.0000	0.0251	0.0010
TR34747-c0_g1_i1	carb	0.0049	0.0297	0.1632
TR21622-c0_g2_i1	carb	0.1299	2.8408	0.0457
TR6399-c0_g2_i2	carb	0.0035	0.0260	0.1352
TR30503-c0_g2_i1	carb	0.0086	0.0441	0.1942
TR34021-c0_g4_i2	carb	0.0000	0.0000	0.4019
TR19839-c0_g5_i1	carb	0.0000	0.0357	0.0010
TR13244-c5_g6_i1	carb	0.0000	0.0000	99.0000
TR11841-c0_g1_i1	carb	0.0000	0.0229	0.0010
TR36317-c0_g2_i1	carb	0.0189	0.0494	0.3829
TR46862-c0_g2_i1	carb	0.0000	0.0000	0.4023
TR9826-c1_g1_i1	carb	0.0001	0.0565	0.0010
TR32370-c0_g1_i1	carb	0.0000	0.0159	0.0010
TR31738-c0_g1_i1	carb	0.0041	0.0713	0.0575
TR21645-c1_g6_i1	carb	0.0000	0.0231	0.0010
TR39142-c0_g1_i2	carb	0.0002	0.2176	0.0010
TR22450-c1_g3_i1	carb	0.0041	0.0119	0.3398
TR1714-c0_g3_i1	carb	0.0114	0.0208	0.5510
TR50089-c2_g1_i1	carb	0.0050	0.0403	0.1236
TR13952-c3_g4_i1	carb	0.0035	0.0227	0.1554
TR7448-c0_g3_i1	carb	0.0001	0.0792	0.0010
TR36356-c0_g4_i1	carb	0.0059	0.0449	0.1319
TR36356-c0_g6_i1	carb	0.0023	0.0165	0.1424
TR37280-c0_g1_i1	carb	0.0000	0.0118	0.0010
TR40302-c0_g1_i1	carb	0.0000	0.0214	0.0010
TR9165-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR6081-c2_g1_i4	carb	0.0000	0.0000	0.4020
TR5729-c1_g2_i1	carb	0.0201	0.1665	0.1209
TR5729-c1_g1_i1	carb	0.0070	0.0245	0.2871
TR30121-c0_g1_i2	carb	0.0035	0.0000	99.0000
TR18002-c0_g1_i3	carb	0.0000	0.0133	0.0010
TR10758-c1_g1_i1	carb	0.0000	0.0476	0.0010
TR9621-c0_g1_i1	carb	0.0531	0.1523	0.3486
TR3382-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR50966-c1_g1_i3	carb	0.0000	0.0000	0.0333
TR13490-c1_g1_i1	carb	0.0066	0.0089	0.7437
TR38371-c0_g1_i2	carb	0.0147	0.0605	0.2433
TR40738-c0_g2_i1	carb	0.0000	0.0000	0.4020
TR11448-c0_g1_i1	carb	0.0001	0.0718	0.0010
TR28274-c1_g2_i1	carb	0.0070	0.0205	0.3395
TR28274-c2_g2_i3	carb	0.0000	0.0000	0.4018
TR28524-c0_g2_i1	carb	0.0033	0.0124	0.2649
TR25675-c0_g1_i2	carb	0.0000	0.0396	0.0010
TR12784-c0_g1_i1	carb	0.0000	0.0225	0.0010
TR1457-c0_g2_i1	carb	0.0098	0.0643	0.1526
TR43953-c0_g1_i1	carb	0.0000	0.0266	0.0010
TR30108-c0_g2_i2	carb	0.0054	0.0589	0.0913
TR30108-c1_g2_i2	carb	0.0038	0.0380	0.1007
TR31406-c0_g1_i1	carb	0.0082	0.0001	99.0000
TR43479-c1_g4_i1	carb	0.0000	0.0240	0.0010
TR43479-c1_g2_i1	carb	0.0001	0.0702	0.0010
TR26723-c1_g1_i1	carb	0.0055	0.0538	0.1019
TR19749-c0_g1_i1	carb	0.0045	0.0664	0.0672
TR38590-c0_g1_i1	carb	0.0000	0.0133	0.0010
TR15417-c1_g2_i1	carb	0.0070	0.0220	0.3155
TR15417-c1_g3_i1	carb	0.0000	0.0216	0.0010
TR19955-c0_g4_i2	carb	0.0000	0.0322	0.0010
TR37890-c2_g1_i2	carb	0.0000	0.0000	0.4019
TR12173-c3_g1_i1	carb	0.0021	0.0331	0.0643
TR7347-c0_g2_i1	carb	0.0049	0.0576	0.0848
TR19933-c1_g6_i1	carb	0.0065	0.0001	99.0000
TR31485-c0_g2_i1	carb	0.0000	0.0273	0.0010
TR10087-c0_g3_i3	carb	0.0000	0.0000	0.4018
TR36682-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR24005-c3_g1_i1	carb	0.0032	0.0704	0.0457
TR31675-c0_g6_i1	carb	0.0028	0.0232	0.1187
TR9040-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR17013-c0_g6_i1	carb	0.0000	0.0275	0.0010
TR17013-c0_g1_i1	carb	0.0000	0.0144	0.0010
TR29153-c0_g2_i1	carb	0.0000	0.0109	0.0010
TR15501-c1_g2_i1	carb	0.0001	0.0696	0.0010
TR2217-c1_g1_i1	carb	0.0000	0.0000	0.3685
TR38416-c0_g2_i1	carb	0.0000	0.0476	0.0010
TR38416-c0_g6_i3	carb	0.0104	0.0001	99.0000
TR12128-c0_g2_i7	carb	0.0031	0.0252	0.1231
TR10001-c0_g2_i1	carb	0.1547	0.2982	0.5189
TR35659-c1_g1_i1	carb	0.0037	0.0000	99.0000
TR35540-c0_g1_i1	carb	0.0001	0.0726	0.0010
TR1753-c0_g3_i3	carb	0.0027	0.0155	0.1728
TR1753-c0_g5_i1	carb	0.0061	0.0439	0.1385
TR41718-c0_g1_i1	carb	0.0000	0.0000	0.1104
TR12333-c1_g1_i2	carb	0.0000	0.0250	0.0010
TR27866-c0_g3_i1	carb	0.0000	0.0497	0.0010
TR50017-c0_g1_i1	carb	0.0043	0.0108	0.3979
TR50559-c0_g1_i1	carb	0.0028	0.0559	0.0493
TR45874-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR17145-c4_g2_i1	carb	0.0001	0.0896	0.0010
TR10478-c0_g1_i1	carb	0.0001	0.0936	0.0010
TR7076-c2_g1_i1	carb	0.0000	0.0191	0.0010
TR49324-c0_g1_i3	carb	0.0543	0.2461	0.2205
TR49324-c0_g1_i1	carb	0.0001	0.0661	0.0010
TR39049-c0_g1_i1	carb	0.0136	0.0001	99.0000
TR23290-c0_g3_i1	carb	0.0000	0.0411	0.0010
TR3866-c0_g2_i2	carb	0.0000	0.0000	99.0000
TR23414-c0_g2_i1	carb	0.0057	0.0812	0.0702
TR25202-c1_g1_i3	carb	0.0000	0.0441	0.0010
TR25499-c0_g3_i2	carb	0.0000	0.0242	0.0010
TR47800-c0_g3_i1	carb	0.0056	0.0143	0.3901
TR1872-c0_g5_i1	carb	0.0000	0.0200	0.0010
TR19372-c1_g1_i1	carb	0.0061	0.0336	0.1828
TR28619-c0_g1_i1	carb	0.0000	0.0274	0.0010
TR41857-c0_g1_i1	carb	0.0001	0.0981	0.0010
TR39569-c0_g5_i1	carb	0.0001	0.0551	0.0010
TR40419-c0_g1_i1	carb	0.0000	0.0225	0.0010
TR21519-c3_g1_i3	carb	0.0000	0.0093	0.0010
TR21519-c4_g2_i6	carb	0.0000	0.0140	0.0010
TR37177-c0_g6_i1	carb	0.0207	0.1295	0.1597
TR37177-c0_g9_i1	carb	0.0038	0.0936	0.0411
TR47624-c0_g1_i1	carb	0.0000	0.0279	0.0010
TR25761-c0_g1_i1	carb	0.0000	0.0389	0.0010
TR10078-c0_g2_i1	carb	0.0046	0.0426	0.1071
TR9743-c0_g1_i1	carb	0.0000	0.0358	0.0010
TR48488-c0_g7_i1	carb	0.0038	0.0313	0.1215
TR51166-c0_g1_i1	carb	0.0046	0.0315	0.1454
TR16706-c0_g1_i1	carb	0.0062	0.0256	0.2440
TR39799-c1_g1_i1	carb	0.0027	0.0309	0.0884
TR27048-c0_g5_i1	carb	0.0251	0.0334	0.7511
TR32501-c0_g1_i1	carb	0.0108	0.0134	0.8007
TR12653-c1_g1_i1	carb	0.0000	0.0342	0.0010
TR27083-c0_g4_i2	carb	0.0041	0.0166	0.2486
TR7815-c0_g1_i1	carb	0.0045	0.0329	0.1378
TR12637-c0_g2_i1	carb	0.0035	0.0334	0.1045
TR35305-c0_g1_i1	carb	0.0000	0.0158	0.0010
TR32317-c0_g6_i1	carb	0.0000	0.0088	0.0010
TR34065-c0_g1_i2	carb	0.0000	0.0159	0.0010
TR49361-c0_g1_i1	carb	0.0057	0.0459	0.1233
TR8074-c0_g1_i1	carb	0.0253	0.0243	1.0443
TR34889-c0_g1_i1	carb	0.0001	0.0972	0.0010
TR17385-c0_g1_i1	carb	0.0055	0.0001	99.0000
TR36952-c0_g2_i1	carb	0.0046	0.0515	0.0900
TR26355-c0_g2_i1	carb	0.0126	0.0438	0.2873
TR8972-c1_g2_i1	carb	0.0000	0.0096	0.0010
TR38760-c0_g1_i1	carb	0.0000	0.0266	0.0010
TR27646-c1_g1_i1	carb	0.0072	0.0524	0.1370
TR4862-c0_g1_i2	carb	0.0059	0.0230	0.2573
TR35042-c0_g1_i2	carb	0.0000	0.0000	0.3985
TR51376-c0_g2_i1	carb	0.0030	0.0109	0.2755
TR23728-c0_g3_i1	carb	0.0000	0.0000	0.4019
TR37188-c0_g1_i2	carb	0.0060	0.0001	99.0000
TR47529-c0_g1_i1	carb	0.0054	0.0148	0.3655
TR30063-c0_g2_i1	carb	0.0000	0.0404	0.0010
TR30063-c0_g4_i1	carb	0.0000	0.0401	0.0010
TR27626-c0_g1_i1	carb	0.0007	0.6883	0.0010
TR5197-c1_g1_i1	carb	0.0040	0.0136	0.2947
